parameter_group,parameter,unit,temperature_C,value,evidence_class,reference_code,calculation_method,note
affinity_inhibition,K_S_IN,kgN m^-3,55,0.0001,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_IN,kgN m^-3,60,0.0001,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_IN,kgN m^-3,65,0.0001,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_su,kgCOD m^-3,10,0.5,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_su,kgCOD m^-3,15,0.5,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_su,kgCOD m^-3,20,0.5,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_su,kgCOD m^-3,25,0.5,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_su,kgCOD m^-3,30,0.5,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_su,kgCOD m^-3,35,0.5,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_su,kgCOD m^-3,40,0.595,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_su,kgCOD m^-3,45,0.707,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_su,kgCOD m^-3,50,0.841,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_su,kgCOD m^-3,55,1,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_su,kgCOD m^-3,60,1,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_su,kgCOD m^-3,65,1,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_aa,kgCOD m^-3,10,0.3,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_aa,kgCOD m^-3,15,0.3,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_aa,kgCOD m^-3,20,0.3,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_aa,kgCOD m^-3,25,0.3,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_aa,kgCOD m^-3,30,0.3,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_aa,kgCOD m^-3,35,0.3,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_aa,kgCOD m^-3,40,0.3,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_aa,kgCOD m^-3,45,0.3,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_aa,kgCOD m^-3,50,0.3,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_aa,kgCOD m^-3,55,0.3,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_aa,kgCOD m^-3,60,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_aa,kgCOD m^-3,65,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_fa,kgCOD m^-3,10,0.4,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_fa,kgCOD m^-3,15,0.4,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_fa,kgCOD m^-3,20,0.4,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_fa,kgCOD m^-3,25,0.4,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_fa,kgCOD m^-3,30,0.4,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_fa,kgCOD m^-3,35,0.4,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_fa,kgCOD m^-3,40,0.4,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_fa,kgCOD m^-3,45,0.4,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_fa,kgCOD m^-3,50,0.4,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_fa,kgCOD m^-3,55,0.4,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_fa,kgCOD m^-3,60,0.4,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_fa,kgCOD m^-3,65,0.4,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_c4,kgCOD m^-3,10,0.2,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_c4,kgCOD m^-3,15,0.2,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_c4,kgCOD m^-3,20,0.2,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_c4,kgCOD m^-3,25,0.2,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_c4,kgCOD m^-3,30,0.2,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_c4,kgCOD m^-3,35,0.2,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_c4,kgCOD m^-3,40,0.238,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_c4,kgCOD m^-3,45,0.283,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_c4,kgCOD m^-3,50,0.336,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_c4,kgCOD m^-3,55,0.4,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_c4,kgCOD m^-3,60,0.4,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_c4,kgCOD m^-3,65,0.4,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_pro,kgCOD m^-3,10,0.1,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_pro,kgCOD m^-3,15,0.1,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_pro,kgCOD m^-3,20,0.1,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_pro,kgCOD m^-3,25,0.1,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_pro,kgCOD m^-3,30,0.1,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_pro,kgCOD m^-3,35,0.1,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_pro,kgCOD m^-3,40,0.132,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_pro,kgCOD m^-3,45,0.173,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_pro,kgCOD m^-3,50,0.228,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_pro,kgCOD m^-3,55,0.3,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_pro,kgCOD m^-3,60,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_pro,kgCOD m^-3,65,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_ac,kgCOD m^-3,10,0.15,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_ac,kgCOD m^-3,15,0.15,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_ac,kgCOD m^-3,20,0.15,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_ac,kgCOD m^-3,25,0.15,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_ac,kgCOD m^-3,30,0.15,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_ac,kgCOD m^-3,35,0.15,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_ac,kgCOD m^-3,40,0.178,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_ac,kgCOD m^-3,45,0.212,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_ac,kgCOD m^-3,50,0.252,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_ac,kgCOD m^-3,55,0.3,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_ac,kgCOD m^-3,60,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_ac,kgCOD m^-3,65,0.3,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_h2,kgCOD m^-3,10,0.000007,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_h2,kgCOD m^-3,15,0.000007,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_h2,kgCOD m^-3,20,0.000007,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_h2,kgCOD m^-3,25,0.000007,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_h2,kgCOD m^-3,30,0.000007,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_S_h2,kgCOD m^-3,35,0.000007,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_S_h2,kgCOD m^-3,40,0.00000644,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_h2,kgCOD m^-3,45,0.00000592,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_h2,kgCOD m^-3,50,0.00000544,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_S_h2,kgCOD m^-3,55,0.000005,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_S_h2,kgCOD m^-3,60,0.000005,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_S_h2,kgCOD m^-3,65,0.000005,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,10,0.000005,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,15,0.000005,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,20,0.000005,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,25,0.000005,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,30,0.000005,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,35,0.000005,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,40,0.000005,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,45,0.000005,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,50,0.000005,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,55,0.000005,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,60,0.000005,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_fa,kgCOD m^-3,65,0.000005,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,10,0.00001,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,15,0.00001,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,20,0.00001,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,25,0.00001,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,30,0.00001,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,35,0.00001,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,40,0.0000132,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,45,0.0000173,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,50,0.0000228,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,55,0.00003,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,60,0.00003,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_c4,kgCOD m^-3,65,0.00003,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,10,0.0000035,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,15,0.0000035,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,20,0.0000035,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,25,0.0000035,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,30,0.0000035,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,35,0.0000035,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,40,0.00000455,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,45,0.00000592,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,50,0.00000769,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,55,0.00001,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,60,0.00001,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_h2_pro,kgCOD m^-3,65,0.00001,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_nh3,kgN m^-3,10,0.0018,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_nh3,kgN m^-3,15,0.0018,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_nh3,kgN m^-3,20,0.0018,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_nh3,kgN m^-3,25,0.0018,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_nh3,kgN m^-3,30,0.0018,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
affinity_inhibition,K_I_nh3,kgN m^-3,35,0.0018,baseline_value,BASE35,35 C model baseline,
affinity_inhibition,K_I_nh3,kgN m^-3,40,0.00283,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_nh3,kgN m^-3,45,0.00445,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_nh3,kgN m^-3,50,0.007,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
affinity_inhibition,K_I_nh3,kgN m^-3,55,0.011,literature_parameter_anchor,IWA02,55 C thermophilic anchor,K_I_h2_fa is retained from the 35 C model because the IWA thermophilic set lists it as N/A.
affinity_inhibition,K_I_nh3,kgN m^-3,60,0.011,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
affinity_inhibition,K_I_nh3,kgN m^-3,65,0.011,held_constant_assumption,IWA02; MODEL,55 C thermophilic value held from 60 to 65 C,No independent 60 or 65 C ADM1 estimate was assigned to this parameter.
decay,k_dec_X_i,d^-1,10,0.02,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
decay,k_dec_X_i,d^-1,15,0.02,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
decay,k_dec_X_i,d^-1,20,0.02,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
decay,k_dec_X_i,d^-1,25,0.02,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
decay,k_dec_X_i,d^-1,30,0.02,held_constant_assumption,BASE35; MODEL,35 C baseline held below 35 C,No separate low-temperature schedule was applied to affinity/inhibition constants.
decay,k_dec_X_i,d^-1,35,0.02,baseline_value,BASE35,35 C model baseline,
decay,k_dec_X_i,d^-1,40,0.0238,geometric_interpolation,IWA02; BASE35; MODEL,"Geometric interpolation between the 35 and 55 C anchors, rounded to the listed precision",Transition-region parameter; use sensitivity analysis because microbial adaptation is not explicit.
